pageid,ns,title,index,coordinates,imagerepository,imageinfo,coordinates.1.lat,coordinates.1.lon,coordinates.1.primary,coordinates.1.bearing,query_lat,query_lon,radius
123399898,6,"File:St. Mary's Monastery, Kakome 12.jpg",17,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/St._Mary%27s_Monastery%2C_Kakome_12.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_12.jpg', 'thumbwidth': 320, 'thumbheight': 445, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/St._Mary%27s_Monastery%2C_Kakome_12.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_12.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/St._Mary%27s_Monastery%2C_Kakome_12.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_12.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/d/d9/St._Mary%27s_Monastery%2C_Kakome_12.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_12.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123399898'}]",,,,,39.91140848168171,19.87143899561571,10000
123399911,6,"File:St. Mary's Monastery, Kakome 13.jpg",18,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/St._Mary%27s_Monastery%2C_Kakome_13.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_13.jpg', 'thumbwidth': 320, 'thumbheight': 569, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/St._Mary%27s_Monastery%2C_Kakome_13.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_13.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/St._Mary%27s_Monastery%2C_Kakome_13.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_13.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/d/dd/St._Mary%27s_Monastery%2C_Kakome_13.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_13.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123399911'}]",,,,,39.91140848168171,19.87143899561571,10000
123399915,6,"File:St. Mary's Monastery, Kakome 15.jpg",19,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/St._Mary%27s_Monastery%2C_Kakome_15.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_15.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/St._Mary%27s_Monastery%2C_Kakome_15.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_15.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/St._Mary%27s_Monastery%2C_Kakome_15.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_15.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/c/ca/St._Mary%27s_Monastery%2C_Kakome_15.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_15.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123399915'}]",,,,,39.91140848168171,19.87143899561571,10000
123399919,6,"File:St. Mary's Monastery, Kakome 17.jpg",20,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",,,,,,,39.91140848168171,19.87143899561571,10000
123399920,6,"File:St. Mary's Monastery, Kakome 16.jpg",21,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",,,,,,,39.91140848168171,19.87143899561571,10000
123399925,6,"File:St. Mary's Monastery, Kakome 14.jpg",22,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/St._Mary%27s_Monastery%2C_Kakome_14.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_14.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/St._Mary%27s_Monastery%2C_Kakome_14.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_14.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/St._Mary%27s_Monastery%2C_Kakome_14.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_14.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/8/81/St._Mary%27s_Monastery%2C_Kakome_14.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_14.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123399925'}]",,,,,39.91140848168171,19.87143899561571,10000
123399926,6,"File:St. Mary's Monastery, Kakome 18.jpg",23,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",,,,,,,39.91140848168171,19.87143899561571,10000
123399927,6,"File:St. Mary's Monastery, Kakome 19.jpg",24,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",,,,,,,39.91140848168171,19.87143899561571,10000
123399941,6,"File:St. Mary's Monastery, Kakome 20.jpg",25,"[{'lat': 39.931, 'lon': 19.9499, 'primary': True}]",,,,,,,39.91140848168171,19.87143899561571,10000
123400622,6,"File:St. Mary's Monastery, Kakome (b) 02.jpg",26,"[{'lat': 39.931347, 'lon': 19.949874, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_02.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_02.jpg', 'thumbwidth': 320, 'thumbheight': 569, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_02.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_02.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_02.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_02.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/3/3a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_02.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_02.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400622'}]",,,,,39.91140848168171,19.87143899561571,10000
123400623,6,"File:St. Mary's Monastery, Kakome (b) 01.jpg",27,"[{'lat': 39.931257, 'lon': 19.949796, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/St._Mary%27s_Monastery%2C_Kakome_%28b%29_01.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_01.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/St._Mary%27s_Monastery%2C_Kakome_%28b%29_01.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_01.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/St._Mary%27s_Monastery%2C_Kakome_%28b%29_01.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_01.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/3/30/St._Mary%27s_Monastery%2C_Kakome_%28b%29_01.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_01.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400623'}]",,,,,39.91140848168171,19.87143899561571,10000
123400624,6,"File:St. Mary's Monastery, Kakome (b) 03.jpg",28,"[{'lat': 39.931282, 'lon': 19.949882, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/St._Mary%27s_Monastery%2C_Kakome_%28b%29_03.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_03.jpg', 'thumbwidth': 320, 'thumbheight': 569, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/St._Mary%27s_Monastery%2C_Kakome_%28b%29_03.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_03.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/St._Mary%27s_Monastery%2C_Kakome_%28b%29_03.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_03.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/6/6b/St._Mary%27s_Monastery%2C_Kakome_%28b%29_03.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_03.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400624'}]",,,,,39.91140848168171,19.87143899561571,10000
123400656,6,"File:St. Mary's Monastery, Kakome (b) 04.jpg",29,"[{'lat': 39.931292, 'lon': 19.949877, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/St._Mary%27s_Monastery%2C_Kakome_%28b%29_04.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_04.jpg', 'thumbwidth': 320, 'thumbheight': 569, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/St._Mary%27s_Monastery%2C_Kakome_%28b%29_04.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_04.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/St._Mary%27s_Monastery%2C_Kakome_%28b%29_04.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_04.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/a/ac/St._Mary%27s_Monastery%2C_Kakome_%28b%29_04.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_04.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400656'}]",,,,,39.91140848168171,19.87143899561571,10000
123400657,6,"File:St. Mary's Monastery, Kakome (b) 05.jpg",30,"[{'lat': 39.93131, 'lon': 19.949809, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/St._Mary%27s_Monastery%2C_Kakome_%28b%29_05.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_05.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/St._Mary%27s_Monastery%2C_Kakome_%28b%29_05.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_05.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/St._Mary%27s_Monastery%2C_Kakome_%28b%29_05.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_05.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/5/56/St._Mary%27s_Monastery%2C_Kakome_%28b%29_05.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_05.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400657'}]",,,,,39.91140848168171,19.87143899561571,10000
123400658,6,"File:St. Mary's Monastery, Kakome (b) 06.jpg",31,"[{'lat': 39.931284, 'lon': 19.949895, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/St._Mary%27s_Monastery%2C_Kakome_%28b%29_06.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_06.jpg', 'thumbwidth': 320, 'thumbheight': 569, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/St._Mary%27s_Monastery%2C_Kakome_%28b%29_06.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_06.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/St._Mary%27s_Monastery%2C_Kakome_%28b%29_06.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_06.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/7/70/St._Mary%27s_Monastery%2C_Kakome_%28b%29_06.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_06.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400658'}]",,,,,39.91140848168171,19.87143899561571,10000
123400665,6,"File:St. Mary's Monastery, Kakome (b) 07.jpg",32,"[{'lat': 39.931173, 'lon': 19.94994, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_07.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_07.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_07.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_07.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_07.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_07.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/1/1a/St._Mary%27s_Monastery%2C_Kakome_%28b%29_07.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_07.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400665'}]",,,,,39.91140848168171,19.87143899561571,10000
123400674,6,"File:St. Mary's Monastery, Kakome (b) 08.jpg",33,"[{'lat': 39.93115, 'lon': 19.950023, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/St._Mary%27s_Monastery%2C_Kakome_%28b%29_08.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_08.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/St._Mary%27s_Monastery%2C_Kakome_%28b%29_08.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_08.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/St._Mary%27s_Monastery%2C_Kakome_%28b%29_08.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_08.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/1/19/St._Mary%27s_Monastery%2C_Kakome_%28b%29_08.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_08.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400674'}]",,,,,39.91140848168171,19.87143899561571,10000
123400675,6,"File:St. Mary's Monastery, Kakome (b) 09.jpg",34,"[{'lat': 39.931143, 'lon': 19.949807, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/St._Mary%27s_Monastery%2C_Kakome_%28b%29_09.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_09.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/St._Mary%27s_Monastery%2C_Kakome_%28b%29_09.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_09.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/St._Mary%27s_Monastery%2C_Kakome_%28b%29_09.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_09.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/9/9d/St._Mary%27s_Monastery%2C_Kakome_%28b%29_09.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_09.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400675'}]",,,,,39.91140848168171,19.87143899561571,10000
123400676,6,"File:St. Mary's Monastery, Kakome (b) 10.jpg",35,"[{'lat': 39.931181, 'lon': 19.950037, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/St._Mary%27s_Monastery%2C_Kakome_%28b%29_10.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_10.jpg', 'thumbwidth': 320, 'thumbheight': 569, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/St._Mary%27s_Monastery%2C_Kakome_%28b%29_10.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_10.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/St._Mary%27s_Monastery%2C_Kakome_%28b%29_10.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_10.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/d/d8/St._Mary%27s_Monastery%2C_Kakome_%28b%29_10.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_10.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400676'}]",,,,,39.91140848168171,19.87143899561571,10000
123400681,6,"File:St. Mary's Monastery, Kakome (b) 12.jpg",36,"[{'lat': 39.931238, 'lon': 19.949939, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/St._Mary%27s_Monastery%2C_Kakome_%28b%29_12.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_12.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/St._Mary%27s_Monastery%2C_Kakome_%28b%29_12.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_12.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/St._Mary%27s_Monastery%2C_Kakome_%28b%29_12.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_12.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/d/d3/St._Mary%27s_Monastery%2C_Kakome_%28b%29_12.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_12.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400681'}]",,,,,39.91140848168171,19.87143899561571,10000
123400682,6,"File:St. Mary's Monastery, Kakome (b) 11.jpg",37,"[{'lat': 39.931252, 'lon': 19.950031, 'primary': True}]",local,"[{'thumburl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/St._Mary%27s_Monastery%2C_Kakome_%28b%29_11.jpg/320px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_11.jpg', 'thumbwidth': 320, 'thumbheight': 180, 'responsiveUrls': {'1.5': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/St._Mary%27s_Monastery%2C_Kakome_%28b%29_11.jpg/480px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_11.jpg', '2': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/St._Mary%27s_Monastery%2C_Kakome_%28b%29_11.jpg/640px-St._Mary%27s_Monastery%2C_Kakome_%28b%29_11.jpg'}, 'url': 'https://upload.wikimedia.org/wikipedia/commons/f/f1/St._Mary%27s_Monastery%2C_Kakome_%28b%29_11.jpg', 'descriptionurl': 'https://commons.wikimedia.org/wiki/File:St._Mary%27s_Monastery,_Kakome_(b)_11.jpg', 'descriptionshorturl': 'https://commons.wikimedia.org/w/index.php?curid=123400682'}]",,,,,39.91140848168171,19.87143899561571,10000
